X20241116.OAPS.3_BC15	X20241116.OAPS.4_BC35	X20241123.OAPS.5_BC14	X20241123.OAPS.5_BC16	X20241123.OAPS.5_BC30	X20241123.OAPS.5_BC33	X20241215.OAPS.3_BC11	X20241215.OAPS.3_BC24	X20241215.OAPS.4_BC16	X20241215.OAPS.4_BC25	X20241215.OAPS.5_BC18	X20241215.OAPS.5_BC20	X20241215.OAPS.6_BC21	X20241215.OAPS.6_BC23	L1.1.BC1	L1.1.BC10	L1.1.BC9	L2.2.BC2	L2.2.BC6	L3.3.BC3	L3.3.BC4	L3.3.BC5	L4.4.BC1	L4.4.BC7	L4.4.BC8
ENSG00000065978.19|3395|YBX1|protein_coding	140.480337227688	397.102776584808	197.390562707152	197.390562707152	331.676127192053	345.894912803719	198.436785288289	222.688802359694	299.711795040153	370.527630070367	310.299026044673	319.521134801376	316.886485330713	396.264369170828	213.318485087578	300.368805213658	184.8513090512	377.887046338671	200.053471746295	198.897273802618	330.785382829869	289.991171074745	219.0375186651	169.797418736575	413.879262270233
ENSG00000070756.17|9546|PABPC1|protein_coding	362.907537838194	1052.63751888354	611.997579704652	611.997579704652	803.179661409225	798.811631938535	622.760184944488	646.047625134967	744.470912499951	859.212966292703	765.794657530763	824.288533581384	757.798057886896	798.689684761611	630.575752070921	767.331141431575	587.793393922866	842.830183506745	604.05040508361	565.66385433649	789.834384525138	782.541619214122	691.57295218368	627.528090402191	806.094027217968
ENSG00000071082.11|5277|RPL31|protein_coding	456.561095989986	794.205553169617	601.337565830372	629.569682529159	619.200994951689	647.63975415203	584.73087761964	548.955073351528	622.887143684797	633.526808744087	638.791923660563	669.664653934101	669.555015683155	676.047010079346	612.08985271517	624.231208875322	625.373778435898	623.338455739176	616.435244987942	622.614612708042	635.232329823191	626.976000928482	623.198662736121	632.100739065705	622.42171251786
ENSG00000075624.17|4405|ACTB|protein_coding	1205.78956120432	4796.74941239745	2363.39392303134	3269.17294802778	3161.90401942121	3341.45528437306	2727.12401696243	2861.79987004964	3225.19911788943	3338.36671914848	3122.49905859763	3192.3535941061	3185.15111165082	3342.4221236562	2794.94133224827	3333.47474145627	2780.56368091644	3138.02166965665	2629.51389754644	2710.0239455103	3183.56611299253	3372.64426412162	2744.16916638093	2758.57786159475	3286.8587822427
ENSG00000075785.14|7194|RAB7A|protein_coding	5689.45365772137	2477.16493964809	4893.14560983259	5095.43741274968	4470.78409772861	2578.501489157	5369.99375911592	5508.03622368583	3067.92536073466	2959.96327488534	3314.92055865146	3563.16616139903	2851.31536633873	2855.64608421769	4818.56708507318	3351.90025586509	4819.45073538388	3354.42007864158	4805.24463360042	4820.89325827798	3333.67629524645	3345.08527686568	4821.79977694052	4846.16835304131	3335.2774259658
ENSG00000076770.15|12846|MBNL3|protein_coding	597.041433217675	195.39977895443	383.435356754056	383.435356754056	437.775819562789	382.168866609807	367.405246224774	426.848336654322	392.896400329314	469.982068209794	340.835941869979	386.746316176488	393.13642527861	385.540163825198	396.354242402272	414.629159551048	409.607902262786	380.223381422202	385.787219874888	402.62979686819	387.344622494157	387.073524030462	402.292103174376	398.024588964737	388.968311700143
ENSG00000082074.19|8823|FYB1|protein_coding	23.413389537948	239.522309686075	60.0306217566525	60.0306217566525	230.610542895268	178.738255651477	75.3179725898357	79.9670473784753	180.268101285017	187.924856420092	228.738528826762	189.002232376065	183.216118759228	178.167716726874	76.3084572671664	185.19325984413	71.6285418508469	197.908648070171	69.896764906335	64.5738511938548	184.112937800867	188.873327111898	78.7896663071107	69.1355961470235	196.413254853189
ENSG00000082898.19|23843|XPO1|protein_coding	714.108380907415	195.39977895443	481.256408181362	476.95781046651	432.283355336056	432.859139639667	518.055036684593	484.32361057313	406.739785340267	399.667800955902	435.421697677604	434.651313203089	399.322450755826	427.819262434696	480.207572516873	425.444350514399	480.798078707592	423.65805768532	480.030513492252	491.26560504702	427.359578457158	420.68650844058	481.208749424804	488.824784262225	425.057418340463
ENSG00000083845.9|3617|RPS5|protein_coding	152.187031996662	472.741400696201	239.474440652309	267.591521629438	364.174633643516	378.336074385921	269.21443551543	273.253538250541	320.181296475598	347.094398050338	399.791318540277	363.892759763482	403.678719315026	385.734339036253	246.140333767946	388.979304618479	224.74345379258	433.142168954993	224.231071939782	249.185021276765	362.923512208275	360.718794928021	267.274836540611	240.170472971129	372.914022017877
ENSG00000085224.23|22740|ATRX|protein_coding	234.13389537948	69.3354054354428	72.1197760706869	114.261059449047	196.637294220571	234.751520626377	123.371965449919	102.44707127532	189.30736221345	213.522513541296	179.362613744674	241.657341575617	186.784729803197	201.2495245517	84.3741009098283	197.521953509408	107.288120792803	204.109234881648	97.6062743984508	107.567994019085	235.660471071803	208.335435798462	83.0692705294782	82.8199105256953	203.155180403056
